Campaign: GainFrame - Discovery Keywords (ID: 2143510307)
Ad Group: Automated (ID: 2147000076)
"Start Date: Mar 21, 2026"
"End Date: May 27, 2026"
Currency: USD
Time Zone: America/New_York
""

Search Term,Match Source,Keyword,Match Type,Ad Group ID,Ad Group Name,Default CPT Bid,Spend,Avg CPA (Total),Average CPT,Avg CPM,Avg Daily Spend,Impressions,Taps,Installs (Total),TTR,CR (Total),CR (Tap-Through),New Downloads (Total),Redownloads (Total),Installs (View-Through),Installs (Tap-Through),Avg CPA (Tap-Through),New Downloads (View-Through),Redownloads (View-Through),New Downloads (Tap-Through),Redownloads (Tap-Through),Pre-Orders Placed (Tap-Through),Pre-Orders Placed (View-Through),Pre-Orders Placed (Total)
"paragon connect","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","27","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"pathway","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","19","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"payfit","Search Match","","AUTO","2147000076","Automated","","1.23","0.00","0.62","","","131","2","0","0.0153","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"petanque","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","35","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"pfitzenmeier fitness app","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"pheedloop","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","16","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"pheedloop go!","Search Match","","AUTO","2147000076","Automated","","0.51","0.00","0.51","","","32","1","0","0.0313","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"photoglow pro","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","17","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"photosmile","Search Match","","AUTO","2147000076","Automated","","0.72","0.00","0.72","","","72","1","0","0.0139","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"physiofit","Search Match","","AUTO","2147000076","Automated","","2.26","0.00","2.26","","","26","1","0","0.0385","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"physloop","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","22","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"pickle","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"plein","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"pm cardio","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"podiums","Search Match","","AUTO","2147000076","Automated","","1.49","0.00","1.49","","","31","1","0","0.0323","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"popflex","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"porodo","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"powerhouse","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"primeself","Search Match","","AUTO","2147000076","Automated","","1.56","0.00","1.56","","","10","1","0","0.1","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"progression live","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","37","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"pure gym","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","23","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"puregym","Search Match","","AUTO","2147000076","Automated","","2.42","0.00","1.21","","","86","2","0","0.0233","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"pushover","Search Match","","AUTO","2147000076","Automated","","1.12","0.00","1.12","","","76","1","0","0.0132","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"qingping+","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"quitli","Search Match","","AUTO","2147000076","Automated","","3.77","3.77","1.26","","","281","3","1","0.0107","0.3333","0.3333","1","0","0","1","3.77","0","0","1","0","0","0","0"
"race at your pace","Search Match","","AUTO","2147000076","Automated","","1.13","0.00","1.13","","","19","1","0","0.0526","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"rate my physique","Search Match","","AUTO","2147000076","Automated","","8.91","2.23","1.27","","","83","7","4","0.0843","0.5714","0.5714","4","0","0","4","2.23","0","0","4","0","0","0","0"
"rave","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","49","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"ravensburger echoes","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"recycle coach","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"reflex active watch","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","46","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"reformed pilates","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"reformly","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"regrind","Search Match","","AUTO","2147000076","Automated","","1.99","1.99","1.00","","","202","2","1","0.0099","0.5","0.5","1","0","0","1","1.99","0","0","1","0","0","0","0"
"regrind: focus wallet","Search Match","","AUTO","2147000076","Automated","","1.12","0.00","1.12","","","50","1","0","0.02","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"rekapp","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"renaker life","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","35","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"renpho scale app","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"represent","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","29","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"rippling","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","37","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"roadrunner finance app","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"rolling around","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"run czech","Search Match","","AUTO","2147000076","Automated","","1.29","0.00","1.29","","","40","1","0","0.025","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"runthrough","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"run’up","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"sanitas","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"santévet","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"sasquatch","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","17","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"scout health","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"scrap vision","Search Match","","AUTO","2147000076","Automated","","0.47","0.00","0.47","","","40","1","0","0.025","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"scritchy scratchy","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"shiftbase","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"shinobi","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"simplex","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"site2gym","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","17","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"six seven","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"siya9a 2026","Search Match","","AUTO","2147000076","Automated","","0.74","0.00","0.74","","","64","1","0","0.0156","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"siya9ati","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","20","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"smart health monitor","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","16","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"smart workout","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"snapchat","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","24","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"solar edge","Search Match","","AUTO","2147000076","Automated","","0.61","0.00","0.61","","","42","1","0","0.0238","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"solo leveling fitness","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"sos fodmap","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"sowesign","Search Match","","AUTO","2147000076","Automated","","1.30","0.00","1.30","","","50","1","0","0.02","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"speedway","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"sporlan","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","17","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"sportym","Search Match","","AUTO","2147000076","Automated","","0.75","0.75","0.75","","","37","1","1","0.027","1.0","1.0","1","0","0","1","0.75","0","0","1","0","0","0","0"
"squeezy","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"squint ai","Search Match","","AUTO","2147000076","Automated","","1.52","0.00","1.52","","","24","1","0","0.0417","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"staffomatic","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
